way,name,way_id,node_id,highway,lat,lng,bearing
"<overpy.Way id=712180888 nodes=[6696265115, 7860893353, 1318552728]>",Peck Seah Street,712180888,6696265115,residential,1.2788522,103.8450962,190.4562296928556
"<overpy.Way id=712180888 nodes=[6696265115, 7860893353, 1318552728]>",Peck Seah Street,712180888,7860893353,residential,1.2787016,103.8450684,190.39565679584288
"<overpy.Way id=712180888 nodes=[6696265115, 7860893353, 1318552728]>",Peck Seah Street,712180888,1318552728,residential,1.2786422,103.8450575,
"<overpy.Way id=481632578 nodes=[4745441753, 6696265115]>",Peck Seah Street,481632578,4745441753,residential,1.2789138,103.8451125,194.81783728835345
"<overpy.Way id=481632578 nodes=[4745441753, 6696265115]>",Peck Seah Street,481632578,6696265115,residential,1.2788522,103.8450962,
"<overpy.Way id=481632580 nodes=[4745441753, 7880643497, 7863258512, 4745272381]>",Peck Seah Street,481632580,4745441753,residential,1.2789138,103.8451125,28.095955107492557
"<overpy.Way id=481632580 nodes=[4745441753, 7880643497, 7863258512, 4745272381]>",Peck Seah Street,481632580,7880643497,residential,1.2789947,103.8451557,28.066559297655317
"<overpy.Way id=481632580 nodes=[4745441753, 7880643497, 7863258512, 4745272381]>",Peck Seah Street,481632580,7863258512,residential,1.2790127,103.8451653,28.112998634728797
"<overpy.Way id=481632580 nodes=[4745441753, 7880643497, 7863258512, 4745272381]>",Peck Seah Street,481632580,4745272381,residential,1.2790447,103.8451824,
"<overpy.Way id=638299592 nodes=[4745441756, 4745272381]>",Maxwell Road,638299592,4745441756,secondary,1.2789704,103.8452417,321.4130418524183
"<overpy.Way id=638299592 nodes=[4745441756, 4745272381]>",Maxwell Road,638299592,4745272381,secondary,1.2790447,103.8451824,
"<overpy.Way id=638299589 nodes=[4745441756, 7863252520, 4745441753]>",Peck Seah Street,638299589,4745441756,residential,1.2789704,103.8452417,248.50148632610296
"<overpy.Way id=638299589 nodes=[4745441756, 7863252520, 4745441753]>",Peck Seah Street,638299589,7863252520,residential,1.2789476,103.8451838,244.63102898468742
"<overpy.Way id=638299589 nodes=[4745441756, 7863252520, 4745441753]>",Peck Seah Street,638299589,4745441753,residential,1.2789138,103.8451125,
"<overpy.Way id=481615564 nodes=[4745272382, 4745272383]>",Maxwell Road,481615564,4745272382,secondary,1.2796079,103.8447679,318.95816858965577
"<overpy.Way id=481615564 nodes=[4745272382, 4745272383]>",Maxwell Road,481615564,4745272383,secondary,1.2796613,103.8447214,
"<overpy.Way id=481632583 nodes=[5686639655, 5686639656, 4745441757, 4745272382]>",Maxwell Road,481632583,5686639655,secondary,1.2794082,103.8449254,321.28985840585165
"<overpy.Way id=481632583 nodes=[5686639655, 5686639656, 4745441757, 4745272382]>",Maxwell Road,481632583,5686639656,secondary,1.2794813,103.8448668,321.0897159895365
"<overpy.Way id=481632583 nodes=[5686639655, 5686639656, 4745441757, 4745272382]>",Maxwell Road,481632583,4745441757,secondary,1.2795462,103.8448144,323.0034830964277
"<overpy.Way id=481632583 nodes=[5686639655, 5686639656, 4745441757, 4745272382]>",Maxwell Road,481632583,4745272382,secondary,1.2796079,103.8447679,
"<overpy.Way id=481632587 nodes=[4745441757, 4745441760, 4745441761, 5233283205, 1168480804]>",n/a,481632587,4745441757,service,1.2795462,103.8448144,303.3030706072761
"<overpy.Way id=481632587 nodes=[4745441757, 4745441760, 4745441761, 5233283205, 1168480804]>",n/a,481632587,4745441760,service,1.2795728,103.8447739,273.75068441709436
"<overpy.Way id=481632587 nodes=[4745441757, 4745441760, 4745441761, 5233283205, 1168480804]>",n/a,481632587,4745441761,service,1.2795759,103.8447266,248.0463466155417
"<overpy.Way id=481632587 nodes=[4745441757, 4745441760, 4745441761, 5233283205, 1168480804]>",n/a,481632587,5233283205,service,1.2795543,103.8446730,194.16803662562208
"<overpy.Way id=481632587 nodes=[4745441757, 4745441760, 4745441761, 5233283205, 1168480804]>",n/a,481632587,1168480804,service,1.2794945,103.8446579,
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,4817139831,service,1.2737361,103.8468127,39.261336325217144
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,4817139832,service,1.2742974,103.8472716,50.83255288994741
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,5282930801,service,1.2743053,103.8472813,55.001321520923455
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,5282930802,service,1.2743158,103.8472963,64.86159517181602
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,5282930803,service,1.2743234,103.8473125,70.78292372000459
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,5282930800,service,1.2743280,103.8473257,78.62214396427566
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,5282930804,service,1.2743314,103.8473426,86.87709872846187
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,5282930799,service,1.2743323,103.8473591,96.20497056544303
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,5282930805,service,1.2743308,103.8473729,108.96253836612334
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,5282930806,service,1.2743218,103.8473991,113.33487980297281
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,4817139838,service,1.2742650,103.8475308,118.07617126547734
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,4817139833,service,1.2741929,103.8476660,
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,4817139833,service,1.2741929,103.8476660,113.32580355545929
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,5282930791,service,1.2741807,103.8476943,162.11485027377535
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,5282930794,service,1.2741491,103.8477045,194.93616224443136
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,5282930795,service,1.2741060,103.8476930,207.2724693822142
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,5282930796,service,1.2740581,103.8476683,204.5642812789122
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,5282930798,service,1.2740032,103.8476432,217.84720861093854
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,4817139836,service,1.2737945,103.8474810,222.42462223490995
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,8628268926,service,1.2735010,103.8472127,248.42385306760843
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,8628268925,service,1.2734755,103.8471482,307.63503317614857
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,4817139837,service,1.2735936,103.8469950,308.0208466336761
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,4817139831,service,1.2737361,103.8468127,
"<overpy.Way id=489477507 nodes=[5282930774, 5282930773, 7263044588, 7263005184, 5233328960]>",Shenton Way Terminal,489477507,5282930774,service,1.2742583,103.8477651,21.500476371783805
"<overpy.Way id=489477507 nodes=[5282930774, 5282930773, 7263044588, 7263005184, 5233328960]>",Shenton Way Terminal,489477507,5282930773,service,1.2744522,103.8478415,20.681797889081622
"<overpy.Way id=489477507 nodes=[5282930774, 5282930773, 7263044588, 7263005184, 5233328960]>",Shenton Way Terminal,489477507,7263044588,service,1.2746013,103.8478978,20.191533395659178
"<overpy.Way id=489477507 nodes=[5282930774, 5282930773, 7263044588, 7263005184, 5233328960]>",Shenton Way Terminal,489477507,7263005184,service,1.2747307,103.8479454,22.41114850165519
"<overpy.Way id=489477507 nodes=[5282930774, 5282930773, 7263044588, 7263005184, 5233328960]>",Shenton Way Terminal,489477507,5233328960,service,1.2747867,103.8479685,
"<overpy.Way id=778208333 nodes=[4817139833, 5282930775, 5282930774]>",Shenton Way Terminal,778208333,4817139833,service,1.2741929,103.8476660,70.56890080254601
"<overpy.Way id=778208333 nodes=[4817139833, 5282930775, 5282930774]>",Shenton Way Terminal,778208333,5282930775,service,1.2742166,103.8477332,37.40871710270966
"<overpy.Way id=778208333 nodes=[4817139833, 5282930775, 5282930774]>",Shenton Way Terminal,778208333,5282930774,service,1.2742583,103.8477651,
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,4817139833,service,1.2741929,103.8476660,113.32580355545929
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,5282930791,service,1.2741807,103.8476943,162.11485027377535
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,5282930794,service,1.2741491,103.8477045,194.93616224443136
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,5282930795,service,1.2741060,103.8476930,207.2724693822142
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,5282930796,service,1.2740581,103.8476683,204.5642812789122
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,5282930798,service,1.2740032,103.8476432,217.84720861093854
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,4817139836,service,1.2737945,103.8474810,222.42462223490995
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,8628268926,service,1.2735010,103.8472127,248.42385306760843
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,8628268925,service,1.2734755,103.8471482,307.63503317614857
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,4817139837,service,1.2735936,103.8469950,308.0208466336761
"<overpy.Way id=489477508 nodes=[4817139833, 5282930791, 5282930794, 5282930795, 5282930796, 5282930798, 4817139836, 8628268926, 8628268925, 4817139837, 4817139831]>",Shenton Way Terminal,489477508,4817139831,service,1.2737361,103.8468127,
"<overpy.Way id=489477509 nodes=[4817139837, 4817139838]>",Shenton Way Terminal,489477509,4817139837,service,1.2735936,103.8469950,38.584150715855685
"<overpy.Way id=489477509 nodes=[4817139837, 4817139838]>",Shenton Way Terminal,489477509,4817139838,service,1.2742650,103.8475308,
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,4817139831,service,1.2737361,103.8468127,39.261336325217144
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,4817139832,service,1.2742974,103.8472716,50.83255288994741
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,5282930801,service,1.2743053,103.8472813,55.001321520923455
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,5282930802,service,1.2743158,103.8472963,64.86159517181602
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,5282930803,service,1.2743234,103.8473125,70.78292372000459
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,5282930800,service,1.2743280,103.8473257,78.62214396427566
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,5282930804,service,1.2743314,103.8473426,86.87709872846187
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,5282930799,service,1.2743323,103.8473591,96.20497056544303
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,5282930805,service,1.2743308,103.8473729,108.96253836612334
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,5282930806,service,1.2743218,103.8473991,113.33487980297281
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,4817139838,service,1.2742650,103.8475308,118.07617126547734
"<overpy.Way id=489477506 nodes=[4817139831, 4817139832, 5282930801, 5282930802, 5282930803, 5282930800, 5282930804, 5282930799, 5282930805, 5282930806, 4817139838, 4817139833]>",Shenton Way Terminal,489477506,4817139833,service,1.2741929,103.8476660,
"<overpy.Way id=479378259 nodes=[4982866573, 7012974711]>",Maxwell Road,479378259,4982866573,secondary,1.2790192,103.8453099,170.03037684323726
"<overpy.Way id=479378259 nodes=[4982866573, 7012974711]>",Maxwell Road,479378259,7012974711,secondary,1.2789373,103.8453243,
"<overpy.Way id=481632575 nodes=[4982866573, 4745441756]>",Peck Seah Street,481632575,4982866573,residential,1.2790192,103.8453099,234.40791191028768
"<overpy.Way id=481632575 nodes=[4982866573, 4745441756]>",Peck Seah Street,481632575,4745441756,residential,1.2789704,103.8452417,
"<overpy.Way id=512870201 nodes=[4982866591, 4684502273]>",Keppel Road,512870201,4982866591,primary,1.2727785,103.8431141,89.14778511383929
"<overpy.Way id=512870201 nodes=[4982866591, 4684502273]>",Keppel Road,512870201,4684502273,primary,1.2727859,103.8436117,
"<overpy.Way id=538922857 nodes=[4982866592, 7889680203, 4982866591]>",Tanjong Pagar Road,538922857,4982866592,secondary,1.2735061,103.8432369,189.5791298820799
"<overpy.Way id=538922857 nodes=[4982866592, 7889680203, 4982866591]>",Tanjong Pagar Road,538922857,7889680203,secondary,1.2728278,103.8431224,189.55421316558935
"<overpy.Way id=538922857 nodes=[4982866592, 7889680203, 4982866591]>",Tanjong Pagar Road,538922857,4982866591,secondary,1.2727785,103.8431141,
"<overpy.Way id=23125724 nodes=[6228528839, 237278908, 7882726903, 237154375]>",Bernam Street,23125724,6228528839,residential,1.2735463,103.8440365,87.0959215803532
"<overpy.Way id=23125724 nodes=[6228528839, 237278908, 7882726903, 237154375]>",Bernam Street,23125724,237278908,residential,1.2735509,103.8441272,88.22242039220964
"<overpy.Way id=23125724 nodes=[6228528839, 237278908, 7882726903, 237154375]>",Bernam Street,23125724,7882726903,residential,1.2735622,103.8444914,87.2764242385357
"<overpy.Way id=23125724 nodes=[6228528839, 237278908, 7882726903, 237154375]>",Bernam Street,23125724,237154375,residential,1.2735660,103.8445713,
"<overpy.Way id=665461372 nodes=[6228528840, 6897776172, 6228528839]>",Bernam Street,665461372,6228528840,residential,1.2735208,103.8435297,87.11144405691863
"<overpy.Way id=665461372 nodes=[6228528840, 6897776172, 6228528839]>",Bernam Street,665461372,6897776172,residential,1.2735327,103.8437656,87.12528239257153
"<overpy.Way id=665461372 nodes=[6228528840, 6897776172, 6228528839]>",Bernam Street,665461372,6228528839,residential,1.2735463,103.8440365,
"<overpy.Way id=665461373 nodes=[4982866592, 7889680206, 6228528840]>",Bernam Street,665461373,4982866592,residential,1.2735061,103.8432369,87.06033102819424
"<overpy.Way id=665461373 nodes=[4982866592, 7889680206, 6228528840]>",Bernam Street,665461373,7889680206,residential,1.2735084,103.8432817,87.13688873269365
"<overpy.Way id=665461373 nodes=[4982866592, 7889680206, 6228528840]>",Bernam Street,665461373,6228528840,residential,1.2735208,103.8435297,
"<overpy.Way id=22019846 nodes=[4982866593, 4745106075]>",Hoe Chiang Road,22019846,4982866593,tertiary,1.2741369,103.8431769,266.64807737613796
"<overpy.Way id=22019846 nodes=[4982866593, 4745106075]>",Hoe Chiang Road,22019846,4745106075,tertiary,1.2741305,103.8430676,
"<overpy.Way id=508994098 nodes=[4982866593, 5284687321, 5284687322, 5284687323, 5284687324, 5284687325, 5284687326, 5152047889, 4982866592]>",Tanjong Pagar Road,508994098,4982866593,secondary,1.2741369,103.8431769,167.2943404661172
"<overpy.Way id=508994098 nodes=[4982866593, 5284687321, 5284687322, 5284687323, 5284687324, 5284687325, 5284687326, 5152047889, 4982866592]>",Tanjong Pagar Road,508994098,5284687321,secondary,1.2741032,103.8431845,162.082719364254
"<overpy.Way id=508994098 nodes=[4982866593, 5284687321, 5284687322, 5284687323, 5284687324, 5284687325, 5284687326, 5152047889, 4982866592]>",Tanjong Pagar Road,508994098,5284687322,secondary,1.2740562,103.8431997,160.8655944562854
"<overpy.Way id=508994098 nodes=[4982866593, 5284687321, 5284687322, 5284687323, 5284687324, 5284687325, 5284687326, 5152047889, 4982866592]>",Tanjong Pagar Road,508994098,5284687323,secondary,1.2739954,103.8432208,165.02190419455917
"<overpy.Way id=508994098 nodes=[4982866593, 5284687321, 5284687322, 5284687323, 5284687324, 5284687325, 5284687326, 5152047889, 4982866592]>",Tanjong Pagar Road,508994098,5284687324,secondary,1.2739315,103.8432379,173.3959719109887
"<overpy.Way id=508994098 nodes=[4982866593, 5284687321, 5284687322, 5284687323, 5284687324, 5284687325, 5284687326, 5152047889, 4982866592]>",Tanjong Pagar Road,508994098,5284687325,secondary,1.2738581,103.8432464,176.87336186333278
"<overpy.Way id=508994098 nodes=[4982866593, 5284687321, 5284687322, 5284687323, 5284687324, 5284687325, 5284687326, 5152047889, 4982866592]>",Tanjong Pagar Road,508994098,5284687326,secondary,1.2737794,103.8432507,178.4522246569511
"<overpy.Way id=508994098 nodes=[4982866593, 5284687321, 5284687322, 5284687323, 5284687324, 5284687325, 5284687326, 5152047889, 4982866592]>",Tanjong Pagar Road,508994098,5152047889,secondary,1.2737017,103.8432528,184.64611788507418
"<overpy.Way id=508994098 nodes=[4982866593, 5284687321, 5284687322, 5284687323, 5284687324, 5284687325, 5284687326, 5152047889, 4982866592]>",Tanjong Pagar Road,508994098,4982866592,secondary,1.2735061,103.8432369,
"<overpy.Way id=22920803 nodes=[7008336140, 7008336139, 4982866616, 4982866614, 4982866596, 602893830, 554037752, 7870981503, 6618992158]>",Parsi Road,22920803,7008336140,residential,1.2747838,103.8456471,74.42256732526442
"<overpy.Way id=22920803 nodes=[7008336140, 7008336139, 4982866616, 4982866614, 4982866596, 602893830, 554037752, 7870981503, 6618992158]>",Parsi Road,22920803,7008336139,residential,1.2748037,103.8457185,89.26997627424987
"<overpy.Way id=22920803 nodes=[7008336140, 7008336139, 4982866616, 4982866614, 4982866596, 602893830, 554037752, 7870981503, 6618992158]>",Parsi Road,22920803,4982866616,residential,1.2748045,103.8457813,125.94885132960502
"<overpy.Way id=22920803 nodes=[7008336140, 7008336139, 4982866616, 4982866614, 4982866596, 602893830, 554037752, 7870981503, 6618992158]>",Parsi Road,22920803,4982866614,residential,1.2746508,103.8459933,129.493558809182
"<overpy.Way id=22920803 nodes=[7008336140, 7008336139, 4982866616, 4982866614, 4982866596, 602893830, 554037752, 7870981503, 6618992158]>",Parsi Road,22920803,4982866596,residential,1.2746040,103.8460501,129.61899046340739
"<overpy.Way id=22920803 nodes=[7008336140, 7008336139, 4982866616, 4982866614, 4982866596, 602893830, 554037752, 7870981503, 6618992158]>",Parsi Road,22920803,602893830,residential,1.2744590,103.8462253,131.87883245794626
"<overpy.Way id=22920803 nodes=[7008336140, 7008336139, 4982866616, 4982866614, 4982866596, 602893830, 554037752, 7870981503, 6618992158]>",Parsi Road,22920803,554037752,residential,1.2743137,103.8463874,129.54771830778395
"<overpy.Way id=22920803 nodes=[7008336140, 7008336139, 4982866616, 4982866614, 4982866596, 602893830, 554037752, 7870981503, 6618992158]>",Parsi Road,22920803,7870981503,residential,1.2742749,103.8464344,129.46776885514618
"<overpy.Way id=22920803 nodes=[7008336140, 7008336139, 4982866616, 4982866614, 4982866596, 602893830, 554037752, 7870981503, 6618992158]>",Parsi Road,22920803,6618992158,residential,1.2741897,103.8465379,
"<overpy.Way id=22920803 nodes=[7008336140, 7008336139, 4982866616, 4982866614, 4982866596, 602893830, 554037752, 7870981503, 6618992158]>",Parsi Road,22920803,7008336140,residential,1.2747838,103.8456471,74.42256732526442
"<overpy.Way id=22920803 nodes=[7008336140, 7008336139, 4982866616, 4982866614, 4982866596, 602893830, 554037752, 7870981503, 6618992158]>",Parsi Road,22920803,7008336139,residential,1.2748037,103.8457185,89.26997627424987
"<overpy.Way id=22920803 nodes=[7008336140, 7008336139, 4982866616, 4982866614, 4982866596, 602893830, 554037752, 7870981503, 6618992158]>",Parsi Road,22920803,4982866616,residential,1.2748045,103.8457813,125.94885132960502
"<overpy.Way id=22920803 nodes=[7008336140, 7008336139, 4982866616, 4982866614, 4982866596, 602893830, 554037752, 7870981503, 6618992158]>",Parsi Road,22920803,4982866614,residential,1.2746508,103.8459933,129.493558809182
"<overpy.Way id=22920803 nodes=[7008336140, 7008336139, 4982866616, 4982866614, 4982866596, 602893830, 554037752, 7870981503, 6618992158]>",Parsi Road,22920803,4982866596,residential,1.2746040,103.8460501,129.61899046340739
"<overpy.Way id=22920803 nodes=[7008336140, 7008336139, 4982866616, 4982866614, 4982866596, 602893830, 554037752, 7870981503, 6618992158]>",Parsi Road,22920803,602893830,residential,1.2744590,103.8462253,131.87883245794626
"<overpy.Way id=22920803 nodes=[7008336140, 7008336139, 4982866616, 4982866614, 4982866596, 602893830, 554037752, 7870981503, 6618992158]>",Parsi Road,22920803,554037752,residential,1.2743137,103.8463874,129.54771830778395
"<overpy.Way id=22920803 nodes=[7008336140, 7008336139, 4982866616, 4982866614, 4982866596, 602893830, 554037752, 7870981503, 6618992158]>",Parsi Road,22920803,7870981503,residential,1.2742749,103.8464344,129.46776885514618
"<overpy.Way id=22920803 nodes=[7008336140, 7008336139, 4982866616, 4982866614, 4982866596, 602893830, 554037752, 7870981503, 6618992158]>",Parsi Road,22920803,6618992158,residential,1.2741897,103.8465379,
"<overpy.Way id=508994099 nodes=[5252904150, 4982866609, 4982866608, 4982866607, 4982866606, 4982866605, 4982866604, 4982866603, 4982866602, 4982866601, 5252904149]>",McDonald's Drive-through,508994099,5252904150,service,1.2747139,103.8460951,340.3923896005208
"<overpy.Way id=508994099 nodes=[5252904150, 4982866609, 4982866608, 4982866607, 4982866606, 4982866605, 4982866604, 4982866603, 4982866602, 4982866601, 5252904149]>",McDonald's Drive-through,508994099,4982866609,service,1.2747226,103.8460920,312.2337469358256
"<overpy.Way id=508994099 nodes=[5252904150, 4982866609, 4982866608, 4982866607, 4982866606, 4982866605, 4982866604, 4982866603, 4982866602, 4982866601, 5252904149]>",McDonald's Drive-through,508994099,4982866608,service,1.2748218,103.8459827,322.40086538021575
"<overpy.Way id=508994099 nodes=[5252904150, 4982866609, 4982866608, 4982866607, 4982866606, 4982866605, 4982866604, 4982866603, 4982866602, 4982866601, 5252904149]>",McDonald's Drive-through,508994099,4982866607,service,1.2748366,103.8459713,356.9131114917384
